Player,Year,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Uncontested Possessions,Contested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Kicks G,Marks G,Hand Balls G,Disp G,Goals G,Behinds G,Hit Outs G,Tackles G,Rebounds G,Inside 50 G,Clearances G,Clangers G,Frees For G,Frees Against G,Uncontested Possessions G,Contested Possessions G,Contested Marks G,Marks Inside 50 G,One Percenters G,Bounces G,Brownlow
Jarryn Geary,2016,7,4,8,15,2,0,0,0,4,0,0,1,1,1,3,13,1,0,1,0,0.2941176470588235,0.4,0.30434782608695654,0.3214285714285714,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.125,0.4,0.3333333333333333,0.0,0.1,0.0,0
Sam Gilbert,2016,10,2,6,16,0,0,0,3,6,2,1,1,1,0,9,8,1,0,2,0,0.47058823529411764,0.2,0.21739130434782608,0.3571428571428571,0.0,0.0,0.0,0.5,1.0,0.25,0.14285714285714285,0.2,0.3333333333333333,0.0,0.5,0.2,0.3333333333333333,0.0,0.2,0.0,0
Jade Gresham,2016,8,1,11,19,0,0,0,2,0,5,3,3,0,1,9,9,0,0,0,1,0.3529411764705882,0.1,0.4347826086956522,0.4642857142857142,0.0,0.0,0.0,0.3333333333333333,0.0,0.625,0.42857142857142855,0.6000000000000001,0.0,0.3333333333333333,0.5,0.24,0.0,0.0,0.0,0.3333333333333333,0
Tom Hickey,2016,8,4,13,21,0,1,27,2,0,3,4,3,1,1,14,10,1,0,4,0,0.3529411764705882,0.4,0.5217391304347826,0.5357142857142857,0.0,0.3333333333333333,0.75,0.3333333333333333,0.0,0.375,0.5714285714285714,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.8125,0.28,0.3333333333333333,0.0,0.4,0.0,0
Daniel McKenzie,2016,8,3,3,11,0,1,0,4,2,2,0,2,1,0,2,9,0,1,4,0,0.3529411764705882,0.30000000000000004,0.08695652173913043,0.17857142857142858,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.25,0.0,0.4,0.3333333333333333,0.0,0.0625,0.24,0.0,0.16666666666666666,0.4,0.0,0
Tim Membrey,2016,12,10,4,16,4,2,0,2,0,2,0,0,0,0,4,12,2,6,0,0,0.588235294117647,1.0,0.13043478260869565,0.3571428571428571,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.36,0.6666666666666666,1.0,0.0,0.0,3
Darren Minchington,2016,4,2,2,6,0,0,0,1,0,3,1,0,0,0,3,3,0,0,2,0,0.11764705882352941,0.2,0.043478260869565216,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.375,0.14285714285714285,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.2,0.0,0
Leigh Montagna,2016,16,5,10,26,1,0,0,5,2,5,1,3,2,0,7,19,0,0,2,1,0.8235294117647058,0.5,0.3913043478260869,0.7142857142857142,0.25,0.0,0.0,0.8333333333333333,0.3333333333333333,0.625,0.14285714285714285,0.6000000000000001,0.6666666666666666,0.0,0.375,0.64,0.0,0.0,0.2,0.3333333333333333,0
Jack Newnes,2016,10,1,11,21,0,0,0,4,1,6,2,1,3,1,8,14,0,0,3,0,0.47058823529411764,0.1,0.4347826086956522,0.5357142857142857,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.75,0.2857142857142857,0.2,1.0,0.3333333333333333,0.4375,0.44000000000000006,0.0,0.0,0.30000000000000004,0.0,0
Nick Riewoldt,2016,13,10,5,18,1,2,4,2,1,1,0,2,0,0,4,14,2,2,2,0,0.6470588235294117,1.0,0.17391304347826086,0.4285714285714285,0.25,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.125,0.0,0.4,0.0,0.0,0.1875,0.44000000000000006,0.6666666666666666,0.3333333333333333,0.2,0.0,0
Dylan Roberton,2016,11,4,5,16,1,0,0,1,4,2,0,2,0,0,6,6,1,0,3,0,0.5294117647058824,0.4,0.17391304347826086,0.3571428571428571,0.25,0.0,0.0,0.16666666666666666,0.6666666666666666,0.25,0.0,0.4,0.0,0.0,0.3125,0.12,0.3333333333333333,0.0,0.30000000000000004,0.0,0
Sebastian Ross,2016,11,6,13,24,0,0,4,2,1,4,3,4,0,1,6,18,0,0,3,0,0.5294117647058824,0.6000000000000001,0.5217391304347826,0.6428571428571428,0.0,0.0,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.5,0.42857142857142855,0.8,0.0,0.3333333333333333,0.3125,0.6,0.0,0.0,0.30000000000000004,0.0,0
Jack Sinclair,2016,7,1,7,14,0,2,0,4,3,3,1,0,1,0,4,9,0,0,1,0,0.2941176470588235,0.1,0.26086956521739135,0.2857142857142857,0.0,0.6666666666666666,0.0,0.6666666666666666,0.5,0.375,0.14285714285714285,0.0,0.3333333333333333,0.0,0.1875,0.24,0.0,0.0,0.1,0.0,0
Jack Steven,2016,10,4,15,25,0,1,0,6,0,6,3,1,0,0,8,18,0,0,1,0,0.47058823529411764,0.4,0.6086956521739131,0.6785714285714285,0.0,0.3333333333333333,0.0,1.0,0.0,0.75,0.42857142857142855,0.2,0.0,0.0,0.4375,0.6,0.0,0.0,0.1,0.0,0
Maverick Weller,2016,9,6,7,16,3,2,0,3,0,2,0,3,0,1,4,13,0,4,1,0,0.4117647058823529,0.6000000000000001,0.26086956521739135,0.3571428571428571,0.75,0.6666666666666666,0.0,0.5,0.0,0.25,0.0,0.6000000000000001,0.0,0.3333333333333333,0.1875,0.4,0.0,0.6666666666666666,0.1,0.0,2
Nathan Wright,2016,7,2,6,13,0,2,0,4,2,3,1,2,1,2,5,9,0,1,2,0,0.2941176470588235,0.2,0.21739130434782608,0.24999999999999997,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.375,0.14285714285714285,0.4,0.3333333333333333,0.6666666666666666,0.25,0.24,0.0,0.16666666666666666,0.2,0.0,0
Harris Andrews,2016,3,0,5,8,0,0,6,5,1,0,0,0,1,0,7,1,0,0,6,0,0.0909090909090909,0.0,0.25,0.10344827586206895,0.0,0.0,0.17142857142857143,0.5555555555555556,0.14285714285714285,0.0,0.0,0.0,0.25,0.0,0.35000000000000003,0.0,0.0,0.0,0.42857142857142855,0.0,0
Ryan Bastinac,2016,6,1,5,11,0,0,0,2,1,1,1,1,0,0,5,7,0,0,2,0,0.22727272727272724,0.1111111111111111,0.25,0.2068965517241379,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.1111111111111111,0.1,0.14285714285714285,0.0,0.0,0.25,0.26086956521739135,0.0,0.0,0.14285714285714285,0.0,0
Rohan Bewick,2016,4,2,3,7,1,0,0,0,0,2,0,1,1,0,4,3,0,0,1,0,0.13636363636363635,0.2222222222222222,0.125,0.06896551724137928,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.14285714285714285,0.25,0.0,0.2,0.08695652173913043,0.0,0.0,0.07142857142857142,0.0,0
Tom Cutler,2016,4,0,11,15,0,0,0,4,3,0,1,1,0,1,6,8,0,0,2,1,0.13636363636363635,0.0,0.625,0.3448275862068966,0.0,0.0,0.0,0.4444444444444444,0.42857142857142855,0.0,0.1,0.14285714285714285,0.0,0.2,0.30000000000000004,0.30434782608695654,0.0,0.0,0.14285714285714285,0.3333333333333333,0
Darcy Gardiner,2016,5,1,8,13,0,0,0,4,4,0,0,2,2,1,7,5,0,0,7,0,0.18181818181818182,0.1111111111111111,0.4375,0.27586206896551724,0.0,0.0,0.0,0.4444444444444444,0.5714285714285714,0.0,0.0,0.2857142857142857,0.5,0.2,0.35000000000000003,0.17391304347826086,0.0,0.0,0.5,0.0,0
Josh Green,2016,9,2,9,18,0,1,0,5,0,6,2,2,2,1,5,11,0,0,0,0,0.36363636363636365,0.2222222222222222,0.5,0.4482758620689655,0.0,0.3333333333333333,0.0,0.5555555555555556,0.0,0.6666666666666666,0.2,0.2857142857142857,0.5,0.2,0.25,0.4347826086956522,0.0,0.0,0.0,0.0,0
Matthew Hammelmann,2016,8,2,1,9,0,0,0,2,4,3,0,2,1,2,5,4,0,0,14,0,0.3181818181818182,0.2222222222222222,0.0,0.13793103448275862,0.0,0.0,0.0,0.2222222222222222,0.5714285714285714,0.3333333333333333,0.0,0.2857142857142857,0.25,0.4,0.25,0.13043478260869565,0.0,0.0,1.0,0.0,0
Pearce Hanley,2016,15,5,8,23,1,1,3,2,4,5,2,1,0,1,7,14,1,1,0,1,0.6363636363636365,0.5555555555555556,0.4375,0.6206896551724138,0.3333333333333333,0.3333333333333333,0.08571428571428572,0.2222222222222222,0.5714285714285714,0.5555555555555556,0.2,0.14285714285714285,0.0,0.2,0.35000000000000003,0.5652173913043479,0.3333333333333333,0.125,0.0,0.3333333333333333,0
Eric Hipwood,2016,9,5,2,11,1,2,0,2,0,3,0,1,2,0,6,5,1,3,3,0,0.36363636363636365,0.5555555555555556,0.0625,0.2068965517241379,0.3333333333333333,0.6666666666666666,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.14285714285714285,0.5,0.0,0.30000000000000004,0.17391304347826086,0.3333333333333333,0.375,0.21428571428571427,0.0,0
Jarrad Jansen,2016,4,2,6,10,0,0,0,5,3,0,2,2,1,1,4,6,0,0,2,0,0.13636363636363635,0.2222222222222222,0.3125,0.1724137931034483,0.0,0.0,0.0,0.5555555555555556,0.42857142857142855,0.0,0.2,0.2857142857142857,0.25,0.2,0.2,0.21739130434782608,0.0,0.0,0.14285714285714285,0.0,0
Ben Keays,2016,5,0,7,12,0,0,0,4,1,3,3,1,0,0,10,5,0,0,3,0,0.18181818181818182,0.0,0.375,0.24137931034482757,0.0,0.0,0.0,0.4444444444444444,0.14285714285714285,0.3333333333333333,0.30000000000000004,0.14285714285714285,0.0,0.0,0.5,0.17391304347826086,0.0,0.0,0.21428571428571427,0.0,0
Ryan Lester,2016,3,1,5,8,0,0,0,7,1,0,0,0,0,0,5,3,0,0,3,0,0.0909090909090909,0.1111111111111111,0.25,0.10344827586206895,0.0,0.0,0.0,0.7777777777777777,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.25,0.08695652173913043,0.0,0.0,0.21428571428571427,0.0,0
Stefan Martin,2016,13,1,9,22,0,0,32,5,1,3,5,6,2,1,13,9,0,0,3,0,0.5454545454545455,0.1111111111111111,0.5,0.5862068965517241,0.0,0.0,0.9142857142857143,0.5555555555555556,0.14285714285714285,0.3333333333333333,0.5,0.8571428571428571,0.5,0.2,0.65,0.34782608695652173,0.0,0.0,0.21428571428571427,0.0,0
Rhys Mathieson,2016,9,1,7,16,1,1,0,4,1,2,0,0,4,0,12,5,0,1,1,0,0.36363636363636365,0.1111111111111111,0.375,0.3793103448275862,0.3333333333333333,0.3333333333333333,0.0,0.4444444444444444,0.14285714285714285,0.2222222222222222,0.0,0.0,1.0,0.0,0.6000000000000001,0.17391304347826086,0.0,0.125,0.07142857142857142,0.0,0
Sam Mayes,2016,14,2,7,21,0,0,0,3,6,2,2,1,0,0,7,10,0,0,5,0,0.5909090909090909,0.2222222222222222,0.375,0.5517241379310345,0.0,0.0,0.0,0.3333333333333333,0.8571428571428571,0.2222222222222222,0.2,0.14285714285714285,0.0,0.0,0.35000000000000003,0.3913043478260869,0.0,0.0,0.3571428571428571,0.0,0
Daniel McStay,2016,4,0,3,7,0,0,0,4,2,1,0,1,0,1,1,6,0,0,9,0,0.13636363636363635,0.0,0.125,0.06896551724137928,0.0,0.0,0.0,0.4444444444444444,0.2857142857142857,0.1111111111111111,0.0,0.14285714285714285,0.0,0.2,0.05,0.21739130434782608,0.0,0.0,0.6428571428571428,0.0,0
Daniel Rich,2016,10,5,9,19,0,0,0,3,3,1,2,0,0,0,8,11,0,1,0,0,0.4090909090909091,0.5555555555555556,0.5,0.48275862068965514,0.0,0.0,0.0,0.3333333333333333,0.42857142857142855,0.1111111111111111,0.2,0.0,0.0,0.0,0.4,0.4347826086956522,0.0,0.125,0.0,0.0,0
Mitch Robinson,2016,9,2,12,21,0,0,0,5,1,4,3,4,2,3,6,14,0,0,2,0,0.36363636363636365,0.2222222222222222,0.6875,0.5517241379310345,0.0,0.0,0.0,0.5555555555555556,0.14285714285714285,0.4444444444444444,0.30000000000000004,0.5714285714285714,0.5,0.6000000000000001,0.30000000000000004,0.5652173913043479,0.0,0.0,0.14285714285714285,0.0,0
Tom Rockliff,2016,23,2,11,34,2,1,0,5,1,7,10,3,1,1,17,15,0,1,0,0,1.0,0.2222222222222222,0.625,0.9999999999999999,0.6666666666666666,0.3333333333333333,0.0,0.5555555555555556,0.14285714285714285,0.7777777777777777,1.0,0.42857142857142855,0.25,0.2,0.8500000000000001,0.6086956521739131,0.0,0.125,0.0,0.0,0
Josh Schache,2016,4,3,1,5,2,1,0,1,1,1,0,1,0,0,0,5,0,2,1,0,0.13636363636363635,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1111111111111111,0.14285714285714285,0.1111111111111111,0.0,0.14285714285714285,0.0,0.0,0.0,0.17391304347826086,0.0,0.25,0.07142857142857142,0.0,0
Reuben William,2016,4,2,7,11,0,0,0,3,4,0,0,2,3,0,2,8,0,0,4,0,0.13636363636363635,0.2222222222222222,0.375,0.2068965517241379,0.0,0.0,0.0,0.3333333333333333,0.5714285714285714,0.0,0.0,0.2857142857142857,0.75,0.0,0.1,0.30434782608695654,0.0,0.0,0.2857142857142857,0.0,0
Dayne Zorko,2016,21,6,7,28,1,3,0,6,5,6,6,2,3,0,11,16,1,1,2,0,0.9090909090909092,0.6666666666666666,0.375,0.793103448275862,0.3333333333333333,1.0,0.0,0.6666666666666666,0.7142857142857142,0.6666666666666666,0.6000000000000001,0.2857142857142857,0.75,0.0,0.55,0.6521739130434783,0.3333333333333333,0.125,0.14285714285714285,0.0,0
Jeremy Cameron,2016,11,9,8,19,3,1,1,6,0,3,0,2,1,2,7,12,3,8,1,0,0.45454545454545453,1.0,0.4375,0.48275862068965514,1.0,0.3333333333333333,0.02857142857142857,0.6666666666666666,0.0,0.3333333333333333,0.0,0.2857142857142857,0.25,0.4,0.35000000000000003,0.4782608695652174,1.0,1.0,0.07142857142857142,0.0,1
Stephen Coniglio,2016,20,4,12,32,0,0,0,9,2,9,7,3,1,2,15,16,0,0,1,1,0.8636363636363638,0.4444444444444444,0.6875,0.9310344827586207,0.0,0.0,0.0,1.0,0.2857142857142857,1.0,0.7000000000000001,0.42857142857142855,0.25,0.4,0.75,0.6521739130434783,0.0,0.0,0.07142857142857142,0.3333333333333333,0
Phil Davis,2016,7,0,6,13,0,0,0,5,5,1,1,3,0,1,11,2,0,0,11,0,0.2727272727272727,0.0,0.3125,0.27586206896551724,0.0,0.0,0.0,0.5555555555555556,0.7142857142857142,0.1111111111111111,0.1,0.42857142857142855,0.0,0.2,0.55,0.043478260869565216,0.0,0.0,0.7857142857142857,0.0,0
Toby Greene,2016,15,6,14,29,2,1,1,4,0,6,7,5,1,1,17,12,1,4,1,1,0.6363636363636365,0.6666666666666666,0.8125,0.8275862068965517,0.6666666666666666,0.3333333333333333,0.02857142857142857,0.4444444444444444,0.0,0.6666666666666666,0.7000000000000001,0.7142857142857142,0.25,0.2,0.8500000000000001,0.4782608695652174,0.3333333333333333,0.5,0.07142857142857142,0.3333333333333333,0
Nick Haynes,2016,9,5,10,19,2,0,0,3,4,2,0,2,0,1,6,14,1,0,6,0,0.36363636363636365,0.5555555555555556,0.5625,0.48275862068965514,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5714285714285714,0.2222222222222222,0.0,0.2857142857142857,0.0,0.2,0.30000000000000004,0.5652173913043479,0.3333333333333333,0.0,0.42857142857142855,0.0,0
Harrison Himmelberg,2016,7,2,8,15,0,0,0,1,1,2,0,3,0,1,5,10,0,0,3,0,0.2727272727272727,0.2222222222222222,0.4375,0.3448275862068966,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.2222222222222222,0.0,0.42857142857142855,0.0,0.2,0.25,0.3913043478260869,0.0,0.0,0.21428571428571427,0.0,0
Steve Johnson,2016,14,5,9,23,1,1,0,3,0,1,2,4,2,1,13,12,0,3,1,0,0.5909090909090909,0.5555555555555556,0.5,0.6206896551724138,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2,0.5714285714285714,0.5,0.2,0.65,0.4782608695652174,0.0,0.375,0.07142857142857142,0.0,0
Josh Kelly,2016,16,5,10,26,3,0,0,6,0,7,3,4,0,0,8,18,0,1,0,1,0.6818181818181819,0.5555555555555556,0.5625,0.7241379310344828,1.0,0.0,0.0,0.6666666666666666,0.0,0.7777777777777777,0.30000000000000004,0.5714285714285714,0.0,0.0,0.4,0.7391304347826086,0.0,0.125,0.0,0.3333333333333333,3
Adam Kennedy,2016,12,8,8,20,1,0,0,2,2,3,0,0,0,0,4,16,0,1,1,1,0.49999999999999994,0.8888888888888888,0.4375,0.5172413793103449,0.3333333333333333,0.0,0.0,0.2222222222222222,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,0.6521739130434783,0.0,0.125,0.07142857142857142,0.3333333333333333,0
Rory Lobb,2016,10,5,4,14,1,2,5,5,0,4,1,3,2,2,9,5,3,1,2,0,0.4090909090909091,0.5555555555555556,0.1875,0.31034482758620685,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.5555555555555556,0.0,0.4444444444444444,0.1,0.42857142857142855,0.5,0.4,0.45,0.17391304347826086,1.0,0.125,0.14285714285714285,0.0,0
Shane Mumford,2016,1,1,10,11,0,0,35,2,1,2,6,3,1,2,12,2,1,0,4,0,0.0,0.1111111111111111,0.5625,0.2068965517241379,0.0,0.0,1.0,0.2222222222222222,0.14285714285714285,0.2222222222222222,0.6000000000000001,0.42857142857142855,0.25,0.4,0.6000000000000001,0.043478260869565216,0.3333333333333333,0.0,0.2857142857142857,0.0,0
Joel Patfull,2016,3,1,3,6,1,0,0,4,0,2,0,1,0,0,3,3,0,0,1,0,0.0909090909090909,0.1111111111111111,0.125,0.03448275862068964,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.15000000000000002,0.08695652173913043,0.0,0.0,0.07142857142857142,0.0,0
Jonathon Patton,2016,8,6,6,14,2,0,0,2,1,0,0,2,0,0,7,8,1,0,2,0,0.3181818181818182,0.6666666666666666,0.3125,0.31034482758620685,0.6666666666666666,0.0,0.0,0.2222222222222222,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.35000000000000003,0.30434782608695654,0.3333333333333333,0.0,0.14285714285714285,0.0,0
Sam Reid,2016,4,2,9,13,0,2,0,6,2,0,1,5,0,2,8,6,0,1,1,0,0.13636363636363635,0.2222222222222222,0.5,0.27586206896551724,0.0,0.6666666666666666,0.0,0.6666666666666666,0.2857142857142857,0.0,0.1,0.7142857142857142,0.0,0.4,0.4,0.21739130434782608,0.0,0.125,0.07142857142857142,0.0,0
Tom Scully,2016,11,4,17,28,0,0,0,2,3,5,3,2,0,0,16,13,0,0,0,1,0.45454545454545453,0.4444444444444444,1.0,0.793103448275862,0.0,0.0,0.0,0.2222222222222222,0.42857142857142855,0.5555555555555556,0.30000000000000004,0.2857142857142857,0.0,0.0,0.8,0.5217391304347826,0.0,0.0,0.0,0.3333333333333333,0
Heath Shaw,2016,12,3,5,17,0,0,0,5,7,2,1,2,0,1,4,8,1,0,3,2,0.49999999999999994,0.3333333333333333,0.25,0.4137931034482758,0.0,0.0,0.0,0.5555555555555556,1.0,0.2222222222222222,0.1,0.2857142857142857,0.0,0.2,0.2,0.30434782608695654,0.3333333333333333,0.0,0.21428571428571427,0.6666666666666666,0
Dylan Shiel,2016,19,0,15,34,1,1,0,1,1,6,3,1,0,0,8,24,0,0,1,1,0.8181818181818182,0.0,0.875,0.9999999999999999,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.14285714285714285,0.6666666666666666,0.30000000000000004,0.14285714285714285,0.0,0.0,0.4,1.0,0.0,0.0,0.07142857142857142,0.3333333333333333,0
Devon Smith,2016,16,5,10,26,2,2,0,5,2,4,4,5,2,3,8,18,0,1,1,3,0.6818181818181819,0.5555555555555556,0.5625,0.7241379310344828,0.6666666666666666,0.6666666666666666,0.0,0.5555555555555556,0.2857142857142857,0.4444444444444444,0.4,0.7142857142857142,0.5,0.6000000000000001,0.4,0.7391304347826086,0.0,0.125,0.07142857142857142,1.0,0
Jack Steele,2016,12,4,6,18,0,0,0,6,0,4,0,2,0,0,6,14,0,0,2,0,0.49999999999999994,0.4444444444444444,0.3125,0.4482758620689655,0.0,0.0,0.0,0.6666666666666666,0.0,0.4444444444444444,0.0,0.2857142857142857,0.0,0.0,0.30000000000000004,0.5652173913043479,0.0,0.0,0.14285714285714285,0.0,0
Adam Tomlinson,2016,7,1,6,13,0,0,0,2,3,2,1,0,0,0,5,7,1,0,3,0,0.2727272727272727,0.1111111111111111,0.3125,0.27586206896551724,0.0,0.0,0.0,0.2222222222222222,0.42857142857142855,0.2222222222222222,0.1,0.0,0.0,0.0,0.25,0.26086956521739135,0.3333333333333333,0.0,0.21428571428571427,0.0,0
Callan Ward,2016,19,3,12,31,3,1,5,4,2,9,9,7,3,5,20,11,0,1,0,1,0.8181818181818182,0.3333333333333333,0.6875,0.8965517241379309,1.0,0.3333333333333333,0.14285714285714285,0.4444444444444444,0.2857142857142857,1.0,0.9,1.0,0.75,1.0,1.0,0.4347826086956522,0.0,0.125,0.0,0.3333333333333333,2
Zac Williams,2016,18,3,6,24,0,0,0,3,3,3,3,2,1,1,8,14,0,0,1,3,0.7727272727272728,0.3333333333333333,0.3125,0.6551724137931034,0.0,0.0,0.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.30000000000000004,0.2857142857142857,0.25,0.2,0.4,0.5652173913043479,0.0,0.0,0.07142857142857142,1.0,0
Jed Anderson,2016,7,2,5,12,0,1,0,1,0,5,2,2,1,1,6,6,0,1,1,0,0.38888888888888884,0.2222222222222222,0.2631578947368421,0.36363636363636365,0.0,0.5,0.0,0.1111111111111111,0.0,0.625,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.25,0.4,0.2608695652173913,0.0,0.3333333333333333,0.1,0.0,0
Shaun Atley,2016,8,2,8,16,0,0,0,2,4,0,1,1,1,1,5,11,0,0,2,1,0.4444444444444444,0.2222222222222222,0.42105263157894735,0.48484848484848486,0.0,0.0,0.0,0.2222222222222222,0.6666666666666666,0.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,0.25,0.3333333333333333,0.4782608695652174,0.0,0.0,0.2,0.25,0
Ben Brown,2016,7,2,4,11,2,0,0,3,0,3,0,1,2,0,6,5,1,0,3,0,0.38888888888888884,0.2222222222222222,0.21052631578947367,0.33333333333333337,0.4,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.1111111111111111,0.6666666666666666,0.0,0.4,0.21739130434782608,0.3333333333333333,0.0,0.30000000000000004,0.0,0
Ryan Clarke,2016,8,4,19,27,0,1,0,2,2,4,3,1,1,1,12,15,0,1,0,0,0.4444444444444444,0.4444444444444444,1.0,0.8181818181818182,0.0,0.5,0.0,0.2222222222222222,0.3333333333333333,0.5,0.42857142857142855,0.1111111111111111,0.3333333333333333,0.25,0.8,0.6521739130434783,0.0,0.3333333333333333,0.0,0.0,0
Ben Cunnington,2016,6,5,15,21,0,0,0,3,2,2,6,3,0,1,11,9,0,0,0,0,0.3333333333333333,0.5555555555555556,0.7894736842105263,0.6363636363636364,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.8571428571428571,0.3333333333333333,0.0,0.25,0.7333333333333333,0.3913043478260869,0.0,0.0,0.0,0.0,0
Nick Dal Santo,2016,10,3,19,29,0,1,0,5,2,2,3,3,1,0,10,18,0,0,2,0,0.5555555555555556,0.3333333333333333,1.0,0.8787878787878788,0.0,0.5,0.0,0.5555555555555556,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.7826086956521738,0.0,0.0,0.2,0.0,0
Majak Daw,2016,5,3,2,7,0,1,11,5,0,0,0,5,1,2,5,3,2,0,1,0,0.2777777777777778,0.3333333333333333,0.10526315789473684,0.21212121212121213,0.0,0.5,0.3793103448275862,0.5555555555555556,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.5,0.3333333333333333,0.13043478260869565,0.6666666666666666,0.0,0.1,0.0,0
Trent Dumont,2016,6,3,9,15,2,0,1,6,1,2,0,4,2,1,6,11,0,0,0,0,0.3333333333333333,0.3333333333333333,0.47368421052631576,0.4545454545454546,0.4,0.0,0.034482758620689655,0.6666666666666666,0.16666666666666666,0.25,0.0,0.4444444444444444,0.6666666666666666,0.25,0.4,0.4782608695652174,0.0,0.0,0.0,0.0,0
Michael Firrito,2016,9,2,2,11,0,0,0,1,2,3,0,3,3,1,6,6,1,0,7,2,0.5,0.2222222222222222,0.10526315789473684,0.33333333333333337,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.375,0.0,0.3333333333333333,1.0,0.25,0.4,0.2608695652173913,0.3333333333333333,0.0,0.7000000000000001,0.5,0
Sam Gibson,2016,16,7,17,33,1,1,0,2,3,4,2,2,2,1,10,23,0,0,3,1,0.8888888888888888,0.7777777777777777,0.894736842105263,1.0,0.2,0.5,0.0,0.2222222222222222,0.5,0.5,0.2857142857142857,0.2222222222222222,0.6666666666666666,0.25,0.6666666666666666,1.0,0.0,0.0,0.30000000000000004,0.25,3
Todd Goldstein,2016,3,1,10,13,1,0,21,2,0,0,4,0,2,0,9,3,0,1,1,0,0.16666666666666666,0.1111111111111111,0.5263157894736842,0.3939393939393939,0.2,0.0,0.7241379310344828,0.2222222222222222,0.0,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0,0.6,0.13043478260869565,0.0,0.3333333333333333,0.1,0.0,0
Brent Harvey,2016,15,2,10,25,2,2,0,3,1,8,2,4,0,2,5,19,0,0,1,4,0.8333333333333333,0.2222222222222222,0.5263157894736842,0.7575757575757576,0.4,1.0,0.0,0.3333333333333333,0.16666666666666666,1.0,0.2857142857142857,0.4444444444444444,0.0,0.5,0.3333333333333333,0.8260869565217391,0.0,0.0,0.1,1.0,0
Jamie Macmillan,2016,13,8,6,19,1,0,0,3,2,3,0,1,1,0,4,15,0,0,1,0,0.7222222222222222,0.8888888888888888,0.3157894736842105,0.5757575757575758,0.2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.375,0.0,0.1111111111111111,0.3333333333333333,0.0,0.26666666666666666,0.6521739130434783,0.0,0.0,0.1,0.0,0
Brad McKenzie,2016,11,5,8,19,0,0,0,3,3,3,1,2,1,1,7,11,1,0,0,0,0.611111111111111,0.5555555555555556,0.42105263157894735,0.5757575757575758,0.0,0.0,0.0,0.3333333333333333,0.5,0.375,0.14285714285714285,0.2222222222222222,0.3333333333333333,0.25,0.4666666666666667,0.4782608695652174,0.3333333333333333,0.0,0.0,0.0,0
Aaron Mullett,2016,6,0,4,10,0,0,0,4,1,2,1,3,0,1,4,6,0,0,6,1,0.3333333333333333,0.0,0.21052631578947367,0.30303030303030304,0.0,0.0,0.0,0.4444444444444444,0.16666666666666666,0.25,0.14285714285714285,0.3333333333333333,0.0,0.25,0.26666666666666666,0.2608695652173913,0.0,0.0,0.6000000000000001,0.25,0
