Player,Year,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Uncontested Possessions,Contested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Kicks G,Marks G,Hand Balls G,Disp G,Goals G,Behinds G,Hit Outs G,Tackles G,Rebounds G,Inside 50 G,Clearances G,Clangers G,Frees For G,Frees Against G,Uncontested Possessions G,Contested Possessions G,Contested Marks G,Marks Inside 50 G,One Percenters G,Bounces G,Brownlow
Josh Smith,2016,12,3,11,23,1,1,0,4,1,2,2,4,2,1,3,18,0,0,2,0,0.588235294117647,0.2857142857142857,0.5263157894736843,0.5666666666666667,0.25,0.3333333333333333,0.0,0.4444444444444444,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.2,0.7777777777777778,0.0,0.0,0.16666666666666666,0.0,0
Alan Toovey,2016,4,1,11,15,0,0,0,3,2,0,0,1,0,1,5,10,0,0,3,1,0.11764705882352941,0.0,0.5263157894736843,0.3,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.0,0.0,0.25,0.5,0
Adam Treloar,2016,14,6,18,32,0,0,0,9,1,4,7,4,0,1,12,20,0,1,1,0,0.7058823529411764,0.7142857142857142,0.894736842105263,0.8666666666666667,0.0,0.0,0.0,1.0,0.16666666666666666,0.4444444444444444,0.7777777777777777,0.5714285714285714,0.0,0.3333333333333333,0.8,0.888888888888889,0.0,0.25,0.08333333333333333,0.0,1
Travis Varcoe,2016,4,1,4,8,0,1,0,2,1,2,0,1,0,0,2,7,0,1,2,0,0.11764705882352941,0.0,0.15789473684210525,0.06666666666666665,0.0,0.3333333333333333,0.0,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.13333333333333333,0.16666666666666663,0.0,0.25,0.16666666666666666,0.0,0
Mark Baguley,2016,8,6,10,18,0,0,0,2,5,0,0,3,2,1,7,11,0,0,4,0,0.3529411764705882,0.7142857142857142,0.47368421052631576,0.39999999999999997,0.0,0.0,0.0,0.2222222222222222,0.8333333333333333,0.0,0.0,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.38888888888888884,0.0,0.0,0.3333333333333333,0.0,0
Craig Bird,2016,8,2,17,25,0,0,0,7,0,7,4,2,3,0,11,14,0,0,0,1,0.3529411764705882,0.14285714285714285,0.8421052631578947,0.6333333333333333,0.0,0.0,0.0,0.7777777777777777,0.0,0.7777777777777777,0.4444444444444444,0.2857142857142857,1.0,0.0,0.7333333333333333,0.5555555555555555,0.0,0.0,0.0,0.5,0
Mitch Brown,2016,8,7,5,13,1,3,0,0,0,2,0,1,0,0,3,10,0,4,0,0,0.3529411764705882,0.8571428571428572,0.21052631578947367,0.23333333333333334,0.25,1.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.14285714285714285,0.0,0.0,0.2,0.33333333333333337,0.0,1.0,0.0,0.0,0
Adam Cooney,2016,10,4,10,20,1,0,0,2,1,4,4,2,0,0,9,11,0,0,0,0,0.47058823529411764,0.42857142857142855,0.47368421052631576,0.4666666666666666,0.25,0.0,0.0,0.2222222222222222,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.2857142857142857,0.0,0.0,0.6,0.38888888888888884,0.0,0.0,0.0,0.0,0
Joe Daniher,2016,6,6,1,7,1,1,0,1,0,2,0,3,0,1,3,4,2,2,3,0,0.2352941176470588,0.7142857142857142,0.0,0.033333333333333326,0.25,0.3333333333333333,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.42857142857142855,0.0,0.3333333333333333,0.2,0.0,0.6666666666666666,0.5,0.25,0.0,0
Matt Dea,2016,7,6,4,11,0,0,0,0,0,0,0,0,1,0,4,7,0,0,0,0,0.2941176470588235,0.7142857142857142,0.15789473684210525,0.16666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.26666666666666666,0.16666666666666663,0.0,0.0,0.0,0.0,0
Courtenay Dempsey,2016,12,4,4,16,0,1,0,2,0,4,2,3,0,2,3,13,0,0,2,0,0.588235294117647,0.42857142857142855,0.15789473684210525,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.4444444444444444,0.2222222222222222,0.42857142857142855,0.0,0.6666666666666666,0.2,0.5,0.0,0.0,0.16666666666666666,0.0,0
Orazio Fantasia,2016,11,4,14,25,2,1,0,2,1,3,2,2,2,1,12,13,0,3,1,0,0.5294117647058824,0.42857142857142855,0.6842105263157894,0.6333333333333333,0.5,0.3333333333333333,0.0,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.8,0.5,0.0,0.75,0.08333333333333333,0.0,0
Martin Gleeson,2016,7,4,9,16,0,0,0,1,3,0,2,4,0,0,4,13,0,0,4,0,0.2941176470588235,0.42857142857142855,0.42105263157894735,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.5,0.0,0.2222222222222222,0.5714285714285714,0.0,0.0,0.26666666666666666,0.5,0.0,0.0,0.3333333333333333,0.0,0
Brendon Goddard,2016,15,5,10,25,0,0,3,6,0,9,5,1,2,1,9,16,0,0,0,0,0.7647058823529411,0.5714285714285714,0.47368421052631576,0.6333333333333333,0.0,0.0,0.1,0.6666666666666666,0.0,1.0,0.5555555555555556,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0
Sam Grimley,2016,9,6,3,12,2,0,1,3,0,3,0,0,0,0,1,11,0,2,0,0,0.4117647058823529,0.7142857142857142,0.10526315789473684,0.2,0.5,0.0,0.03333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.38888888888888884,0.0,0.5,0.0,0.0,0
James Gwilt,2016,13,4,6,19,0,0,0,2,5,3,0,7,0,3,3,16,0,0,5,0,0.6470588235294117,0.42857142857142855,0.2631578947368421,0.4333333333333333,0.0,0.0,0.0,0.2222222222222222,0.8333333333333333,0.3333333333333333,0.0,1.0,0.0,1.0,0.2,0.6666666666666666,0.0,0.0,0.41666666666666663,0.0,0
Michael Hartley,2016,12,8,1,13,0,0,1,2,2,0,0,3,0,2,5,8,3,0,9,0,0.588235294117647,1.0,0.0,0.23333333333333334,0.0,0.0,0.03333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,0.42857142857142855,0.0,0.6666666666666666,0.3333333333333333,0.2222222222222222,1.0,0.0,0.75,0.0,0
James Kelly,2016,12,7,17,29,1,0,0,3,4,2,1,4,2,0,8,20,0,1,2,0,0.588235294117647,0.8571428571428572,0.8421052631578947,0.7666666666666666,0.25,0.0,0.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.5714285714285714,0.6666666666666666,0.0,0.5333333333333333,0.888888888888889,0.0,0.25,0.16666666666666666,0.0,0
Kyle Langford,2016,12,4,7,19,1,0,0,6,1,3,3,5,2,1,4,15,0,0,1,0,0.588235294117647,0.42857142857142855,0.3157894736842105,0.4333333333333333,0.25,0.0,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.7142857142857142,0.6666666666666666,0.3333333333333333,0.26666666666666666,0.611111111111111,0.0,0.0,0.08333333333333333,0.0,0
Matthew Leuenberger,2016,7,1,13,20,0,0,30,3,1,2,9,4,2,2,12,8,0,0,0,0,0.2941176470588235,0.0,0.631578947368421,0.4666666666666666,0.0,0.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.8,0.2222222222222222,0.0,0.0,0.0,0.0,0
Anthony McDonald-Tipungwuti,2016,9,2,6,15,0,0,0,5,1,2,0,2,1,0,5,9,0,0,1,2,0.4117647058823529,0.14285714285714285,0.2631578947368421,0.3,0.0,0.0,0.0,0.5555555555555556,0.16666666666666666,0.2222222222222222,0.0,0.2857142857142857,0.3333333333333333,0.0,0.3333333333333333,0.2777777777777778,0.0,0.0,0.08333333333333333,1.0,0
Conor McKenna,2016,8,4,5,13,0,0,0,3,1,1,1,2,1,0,4,9,0,1,1,0,0.3529411764705882,0.42857142857142855,0.21052631578947367,0.23333333333333334,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.3333333333333333,0.0,0.26666666666666666,0.2777777777777778,0.0,0.25,0.08333333333333333,0.0,0
Zach Merrett,2016,9,2,11,20,1,0,0,2,1,2,1,2,0,1,5,15,0,0,0,0,0.4117647058823529,0.14285714285714285,0.5263157894736843,0.4666666666666666,0.25,0.0,0.0,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.2857142857142857,0.0,0.3333333333333333,0.3333333333333333,0.611111111111111,0.0,0.0,0.0,0.0,0
Darcy Parish,2016,7,6,13,20,0,0,0,2,1,1,4,3,0,0,9,11,0,0,2,0,0.2941176470588235,0.7142857142857142,0.631578947368421,0.4666666666666666,0.0,0.0,0.0,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.4444444444444444,0.42857142857142855,0.0,0.0,0.6,0.38888888888888884,0.0,0.0,0.16666666666666666,0.0,0
Mathew Stokes,2016,5,4,7,12,1,1,0,5,1,0,0,0,0,0,2,10,0,2,0,0,0.17647058823529413,0.42857142857142855,0.3157894736842105,0.2,0.25,0.3333333333333333,0.0,0.5555555555555556,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.33333333333333337,0.0,0.5,0.0,0.0,0
David Zaharakis,2016,13,2,11,24,0,0,0,4,2,1,8,2,2,1,13,12,0,0,1,0,0.6470588235294117,0.14285714285714285,0.5263157894736843,0.6000000000000001,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.8666666666666667,0.4444444444444444,0.0,0.0,0.08333333333333333,0.0,0
Shaun Atley,2016,3,4,11,14,0,0,0,5,2,0,0,0,0,0,2,12,0,0,3,1,0.13043478260869565,0.4444444444444444,0.4736842105263158,0.2857142857142857,0.0,0.0,0.0,0.3571428571428571,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.2727272727272727,0.25,0
Ben Brown,2016,7,3,3,10,1,1,2,2,0,2,1,2,0,1,5,5,2,1,1,0,0.30434782608695654,0.3333333333333333,0.05263157894736842,0.19047619047619047,0.25,0.5,0.05,0.14285714285714285,0.0,0.3333333333333333,0.125,0.2857142857142857,0.0,0.3333333333333333,0.21428571428571425,0.19230769230769232,0.5,0.25,0.09090909090909091,0.0,0
Ben Cunnington,2016,9,2,11,20,0,0,0,14,2,2,2,6,2,3,9,11,0,0,1,0,0.3913043478260869,0.2222222222222222,0.4736842105263158,0.42857142857142855,0.0,0.0,0.0,1.0,0.2857142857142857,0.3333333333333333,0.25,0.8571428571428571,0.5,1.0,0.49999999999999994,0.42307692307692313,0.0,0.0,0.09090909090909091,0.0,0
Nick Dal Santo,2016,7,2,7,14,0,0,4,3,3,3,1,4,0,0,7,9,0,0,1,0,0.30434782608695654,0.2222222222222222,0.2631578947368421,0.2857142857142857,0.0,0.0,0.1,0.21428571428571427,0.42857142857142855,0.5,0.125,0.5714285714285714,0.0,0.0,0.35714285714285715,0.34615384615384615,0.0,0.0,0.09090909090909091,0.0,0
Michael Firrito,2016,7,3,8,15,0,0,0,1,3,2,2,2,1,1,3,9,0,0,3,0,0.30434782608695654,0.3333333333333333,0.3157894736842105,0.3095238095238095,0.0,0.0,0.0,0.07142857142857142,0.42857142857142855,0.3333333333333333,0.25,0.2857142857142857,0.25,0.3333333333333333,0.07142857142857142,0.34615384615384615,0.0,0.0,0.2727272727272727,0.0,0
Sam Gibson,2016,9,1,6,15,0,1,0,4,1,1,2,3,0,0,4,11,0,0,1,0,0.3913043478260869,0.1111111111111111,0.21052631578947367,0.3095238095238095,0.0,0.5,0.0,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.25,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42307692307692313,0.0,0.0,0.09090909090909091,0.0,0
Todd Goldstein,2016,4,2,4,8,0,0,40,1,0,0,0,3,0,2,2,6,1,1,1,0,0.17391304347826086,0.2222222222222222,0.10526315789473684,0.14285714285714285,0.0,0.0,1.0,0.07142857142857142,0.0,0.0,0.0,0.42857142857142855,0.0,0.6666666666666666,0.0,0.23076923076923078,0.25,0.25,0.09090909090909091,0.0,0
Brent Harvey,2016,9,4,11,20,0,1,0,2,1,4,0,3,1,1,8,13,0,0,1,3,0.3913043478260869,0.4444444444444444,0.4736842105263158,0.42857142857142855,0.0,0.5,0.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,0.0,0.42857142857142855,0.25,0.3333333333333333,0.42857142857142855,0.5,0.0,0.0,0.09090909090909091,0.75,0
Shaun Higgins,2016,9,3,7,16,1,0,0,6,1,3,0,2,2,1,7,9,0,1,1,0,0.3913043478260869,0.3333333333333333,0.2631578947368421,0.3333333333333333,0.25,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5,0.0,0.2857142857142857,0.5,0.3333333333333333,0.35714285714285715,0.34615384615384615,0.0,0.25,0.09090909090909091,0.0,0
Ben Jacobs,2016,7,4,10,17,0,0,0,1,1,3,1,3,0,0,11,10,1,0,3,0,0.30434782608695654,0.4444444444444444,0.42105263157894735,0.35714285714285715,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.5,0.125,0.42857142857142855,0.0,0.0,0.6428571428571428,0.38461538461538464,0.25,0.0,0.2727272727272727,0.0,0
Jamie Macmillan,2016,10,2,11,21,0,0,0,2,5,1,0,0,0,0,3,16,0,0,2,4,0.43478260869565216,0.2222222222222222,0.4736842105263158,0.4523809523809524,0.0,0.0,0.0,0.14285714285714285,0.7142857142857142,0.16666666666666666,0.0,0.0,0.0,0.0,0.07142857142857142,0.6153846153846154,0.0,0.0,0.18181818181818182,1.0,0
Luke McDonald,2016,10,3,7,17,0,0,0,2,5,1,0,3,0,2,7,10,2,0,6,1,0.43478260869565216,0.3333333333333333,0.2631578947368421,0.35714285714285715,0.0,0.0,0.0,0.14285714285714285,0.7142857142857142,0.16666666666666666,0.0,0.42857142857142855,0.0,0.6666666666666666,0.35714285714285715,0.38461538461538464,0.5,0.0,0.5454545454545454,0.25,0
Drew Petrie,2016,10,6,7,17,1,1,1,2,0,3,1,4,1,1,11,7,4,1,6,0,0.43478260869565216,0.6666666666666666,0.2631578947368421,0.35714285714285715,0.25,0.5,0.025,0.14285714285714285,0.0,0.5,0.125,0.5714285714285714,0.25,0.3333333333333333,0.6428571428571428,0.2692307692307693,1.0,0.25,0.5454545454545454,0.0,0
Andrew Swallow,2016,7,1,16,23,0,0,0,14,0,4,8,4,1,2,14,9,0,0,2,0,0.30434782608695654,0.1111111111111111,0.7368421052631579,0.49999999999999994,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.5714285714285714,0.25,0.6666666666666666,0.8571428571428572,0.34615384615384615,0.0,0.0,0.18181818181818182,0.0,0
Robbie Tarrant,2016,11,5,5,16,0,0,1,1,7,1,0,4,1,1,4,12,1,0,11,0,0.4782608695652174,0.5555555555555556,0.15789473684210525,0.3333333333333333,0.0,0.0,0.025,0.07142857142857142,1.0,0.16666666666666666,0.0,0.5714285714285714,0.25,0.3333333333333333,0.14285714285714285,0.46153846153846156,0.25,0.0,1.0,0.0,0
Lindsay Thomas,2016,9,5,2,11,1,0,0,7,2,4,1,6,0,3,2,8,0,1,0,0,0.3913043478260869,0.5555555555555556,0.0,0.21428571428571425,0.25,0.0,0.0,0.5,0.2857142857142857,0.6666666666666666,0.125,0.8571428571428571,0.0,1.0,0.0,0.3076923076923077,0.0,0.25,0.0,0.0,0
Scott Thompson,2016,16,9,10,26,0,0,0,5,5,2,0,4,3,1,9,17,1,0,4,0,0.6956521739130435,1.0,0.42105263157894735,0.5714285714285714,0.0,0.0,0.0,0.3571428571428571,0.7142857142857142,0.3333333333333333,0.0,0.5714285714285714,0.75,0.3333333333333333,0.49999999999999994,0.6538461538461539,0.25,0.0,0.36363636363636365,0.0,1
Kayne Turner,2016,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jarrad Waite,2016,11,7,2,13,4,1,0,4,0,2,1,4,0,2,8,5,3,4,2,0,0.4782608695652174,0.7777777777777777,0.0,0.2619047619047619,1.0,0.5,0.0,0.2857142857142857,0.0,0.3333333333333333,0.125,0.5714285714285714,0.0,0.6666666666666666,0.42857142857142855,0.19230769230769232,0.75,1.0,0.18181818181818182,0.0,3
Daniel Wells,2016,12,3,15,27,0,2,0,6,1,4,5,3,0,1,16,15,0,1,5,0,0.5217391304347826,0.3333333333333333,0.6842105263157895,0.5952380952380951,0.0,1.0,0.0,0.42857142857142855,0.14285714285714285,0.6666666666666666,0.625,0.42857142857142855,0.0,0.3333333333333333,1.0,0.576923076923077,0.0,0.25,0.4545454545454546,0.0,0
Sam Wright,2016,8,2,7,15,0,0,0,5,5,3,0,2,1,0,7,9,0,0,5,0,0.34782608695652173,0.2222222222222222,0.2631578947368421,0.3095238095238095,0.0,0.0,0.0,0.3571428571428571,0.7142857142857142,0.5,0.0,0.2857142857142857,0.25,0.0,0.35714285714285715,0.34615384615384615,0.0,0.0,0.4545454545454546,0.0,0
Jack Ziebell,2016,14,4,4,18,1,0,1,5,3,1,6,2,1,1,10,8,1,1,1,0,0.6086956521739131,0.4444444444444444,0.10526315789473684,0.38095238095238093,0.25,0.0,0.025,0.3571428571428571,0.42857142857142855,0.16666666666666666,0.75,0.2857142857142857,0.25,0.3333333333333333,0.5714285714285714,0.3076923076923077,0.25,0.25,0.09090909090909091,0.0,0
Marcus Adams,2016,6,5,6,12,0,0,0,2,0,1,0,3,0,0,5,7,2,0,9,0,0.2608695652173913,0.5555555555555556,0.21052631578947367,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.0,0.42857142857142855,0.0,0.0,0.21428571428571425,0.2692307692307693,0.5,0.0,0.8181818181818182,0.0,0
Jed Adcock,2016,1,2,8,9,0,0,0,2,0,3,0,1,0,0,3,6,0,0,0,0,0.043478260869565216,0.2222222222222222,0.3157894736842105,0.16666666666666666,0.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.23076923076923078,0.0,0.0,0.0,0.0,0
Shane Biggs,2016,18,4,9,27,0,0,0,6,7,2,0,7,0,1,3,23,0,0,3,0,0.7826086956521738,0.4444444444444444,0.3684210526315789,0.5952380952380951,0.0,0.0,0.0,0.42857142857142855,1.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.07142857142857142,0.8846153846153847,0.0,0.0,0.2727272727272727,0.0,0
Marcus Bontempelli,2016,9,2,12,21,1,0,2,4,2,6,3,2,2,1,8,13,1,1,0,0,0.3913043478260869,0.2222222222222222,0.5263157894736842,0.4523809523809524,0.25,0.0,0.05,0.2857142857142857,0.2857142857142857,1.0,0.375,0.2857142857142857,0.5,0.3333333333333333,0.42857142857142855,0.5,0.25,0.25,0.0,0.0,0
Matthew Boyd,2016,21,8,12,33,0,1,0,1,7,1,2,3,2,0,12,21,1,1,2,1,0.9130434782608695,0.8888888888888888,0.5263157894736842,0.7380952380952381,0.0,0.5,0.0,0.07142857142857142,1.0,0.16666666666666666,0.25,0.42857142857142855,0.5,0.0,0.7142857142857142,0.8076923076923077,0.25,0.25,0.18181818181818182,0.25,0
Tom Campbell,2016,5,3,9,14,0,1,18,3,0,3,3,2,1,0,10,5,0,1,3,0,0.21739130434782608,0.3333333333333333,0.3684210526315789,0.2857142857142857,0.0,0.5,0.45,0.21428571428571427,0.0,0.5,0.375,0.2857142857142857,0.25,0.0,0.5714285714285714,0.19230769230769232,0.0,0.25,0.2727272727272727,0.0,0
Luke Dahlhaus,2016,10,2,18,28,1,0,0,6,0,1,6,1,0,1,12,15,0,0,1,0,0.43478260869565216,0.2222222222222222,0.8421052631578947,0.6190476190476191,0.25,0.0,0.0,0.42857142857142855,0.0,0.16666666666666666,0.75,0.14285714285714285,0.0,0.3333333333333333,0.7142857142857142,0.576923076923077,0.0,0.0,0.09090909090909091,0.0,0
Bailey Dale,2016,2,1,8,10,0,0,0,1,0,1,2,1,0,1,4,7,0,0,0,0,0.08695652173913043,0.1111111111111111,0.3157894736842105,0.19047619047619047,0.0,0.0,0.0,0.07142857142857142,0.0,0.16666666666666666,0.25,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,0.2692307692307693,0.0,0.0,0.0,0.0,0
Tory Dickson,2016,6,3,12,18,1,0,0,1,0,1,2,1,3,1,11,7,1,0,0,0,0.2608695652173913,0.3333333333333333,0.5263157894736842,0.38095238095238093,0.25,0.0,0.0,0.07142857142857142,0.0,0.16666666666666666,0.25,0.14285714285714285,0.75,0.3333333333333333,0.6428571428571428,0.2692307692307693,0.25,0.0,0.0,0.0,0
Lachie Hunter,2016,23,6,21,44,0,0,0,1,6,3,4,4,3,1,16,26,0,0,2,1,1.0,0.6666666666666666,0.9999999999999999,0.9999999999999998,0.0,0.0,0.0,0.07142857142857142,0.8571428571428571,0.5,0.5,0.5714285714285714,0.75,0.3333333333333333,1.0,1.0,0.0,0.0,0.18181818181818182,0.25,2
Lin Jong,2016,14,5,3,17,1,1,1,1,3,3,3,3,0,0,5,11,2,2,0,0,0.6086956521739131,0.5555555555555556,0.05263157894736842,0.35714285714285715,0.25,0.5,0.025,0.07142857142857142,0.42857142857142855,0.5,0.375,0.42857142857142855,0.0,0.0,0.21428571428571425,0.42307692307692313,0.5,0.5,0.0,0.0,0
Tom Liberatore,2016,4,0,9,13,0,0,0,7,0,3,0,1,1,0,7,6,0,0,2,0,0.17391304347826086,0.0,0.3684210526315789,0.2619047619047619,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.14285714285714285,0.25,0.0,0.35714285714285715,0.23076923076923078,0.0,0.0,0.18181818181818182,0.0,0
Jack Macrae,2016,17,7,16,33,0,0,0,3,1,6,3,2,1,1,10,23,0,0,3,0,0.7391304347826086,0.7777777777777777,0.7368421052631579,0.7380952380952381,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,1.0,0.375,0.2857142857142857,0.25,0.3333333333333333,0.5714285714285714,0.8846153846153847,0.0,0.0,0.2727272727272727,0.0,0
Toby McLean,2016,11,4,9,20,1,0,0,2,0,2,1,2,1,0,9,11,1,0,1,0,0.4782608695652174,0.4444444444444444,0.3684210526315789,0.42857142857142855,0.25,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,0.125,0.2857142857142857,0.25,0.0,0.49999999999999994,0.42307692307692313,0.25,0.0,0.09090909090909091,0.0,0
Dale Morris,2016,5,3,10,15,0,0,0,2,0,1,1,1,1,0,6,10,1,0,7,0,0.21739130434782608,0.3333333333333333,0.42105263157894735,0.3095238095238095,0.0,0.0,0.0,0.14285714285714285,0.0,0.16666666666666666,0.125,0.14285714285714285,0.25,0.0,0.2857142857142857,0.38461538461538464,0.25,0.0,0.6363636363636364,0.0,0
Liam Picken,2016,17,3,8,25,0,0,0,4,1,1,3,4,4,1,9,15,0,0,2,0,0.7391304347826086,0.3333333333333333,0.3157894736842105,0.5476190476190477,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.375,0.5714285714285714,1.0,0.3333333333333333,0.49999999999999994,0.576923076923077,0.0,0.0,0.18181818181818182,0.0,0
Fletcher Roberts,2016,4,3,5,9,0,0,0,3,0,0,0,2,1,1,5,6,0,0,5,0,0.17391304347826086,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.2857142857142857,0.25,0.3333333333333333,0.21428571428571425,0.23076923076923078,0.0,0.0,0.4545454545454546,0.0,0
Jordan Roughead,2016,1,2,2,3,0,1,11,3,1,0,0,0,0,0,2,1,1,1,3,0,0.043478260869565216,0.2222222222222222,0.0,0.023809523809523808,0.0,0.5,0.275,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.25,0.25,0.2727272727272727,0.0,0
Koby Stevens,2016,14,4,14,28,1,1,0,5,2,6,1,5,0,1,5,23,0,1,3,0,0.6086956521739131,0.4444444444444444,0.631578947368421,0.6190476190476191,0.25,0.5,0.0,0.3571428571428571,0.2857142857142857,1.0,0.125,0.7142857142857142,0.0,0.3333333333333333,0.21428571428571425,0.8846153846153847,0.0,0.25,0.2727272727272727,0.0,0
Jake Stringer,2016,9,2,8,17,0,2,0,2,1,2,4,3,0,2,8,9,0,2,2,0,0.3913043478260869,0.2222222222222222,0.3157894736842105,0.35714285714285715,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.5,0.42857142857142855,0.0,0.6666666666666666,0.42857142857142855,0.34615384615384615,0.0,0.5,0.18181818181818182,0.0,0
Mitch Wallis,2016,10,1,16,26,0,1,1,5,1,5,6,2,1,1,9,17,0,0,0,0,0.43478260869565216,0.1111111111111111,0.7368421052631579,0.5714285714285714,0.0,0.5,0.025,0.3571428571428571,0.14285714285714285,0.8333333333333333,0.75,0.2857142857142857,0.25,0.3333333333333333,0.49999999999999994,0.6538461538461539,0.0,0.0,0.0,0.0,0
Easton Wood,2016,8,4,4,12,0,0,0,2,3,5,0,4,2,1,5,6,1,0,8,0,0.34782608695652173,0.4444444444444444,0.10526315789473684,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.8333333333333333,0.0,0.5714285714285714,0.5,0.3333333333333333,0.21428571428571425,0.23076923076923078,0.25,0.0,0.7272727272727273,0.0,0
Rory Atkins,2016,14,5,7,21,1,0,0,2,2,3,0,3,0,0,4,16,1,1,1,0,0.7222222222222221,0.5555555555555556,0.20833333333333331,0.40625,0.25,0.0,0.0,0.25,0.25,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.11764705882352941,0.6190476190476191,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0
Eddie Betts,2016,13,4,4,17,4,3,0,4,1,5,0,2,2,0,5,12,0,3,1,0,0.6666666666666666,0.4444444444444444,0.08333333333333333,0.28125,1.0,0.75,0.0,0.5,0.125,0.7142857142857142,0.0,0.2857142857142857,0.5,0.0,0.17647058823529413,0.42857142857142855,0.0,1.0,0.1111111111111111,0.0,1
Luke Brown,2016,16,6,11,27,0,0,0,4,8,3,0,3,1,1,9,18,0,0,1,1,0.8333333333333333,0.6666666666666666,0.375,0.59375,0.0,0.0,0.0,0.5,1.0,0.42857142857142855,0.0,0.42857142857142855,0.25,0.25,0.4117647058823529,0.7142857142857142,0.0,0.0,0.1111111111111111,0.3333333333333333,0
Charlie Cameron,2016,10,4,6,16,0,3,0,4,0,4,0,4,1,0,9,7,0,1,0,0,0.5,0.4444444444444444,0.16666666666666669,0.25,0.0,0.75,0.0,0.5,0.0,0.5714285714285714,0.0,0.5714285714285714,0.25,0.0,0.4117647058823529,0.19047619047619047,0.0,0.3333333333333333,0.0,0.0,0
